S.No.,Name,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %,PAT Ann Rs.Cr.
1079.,Indrapr.Medical,91.35,9.72,837.41,2.74,19.84,30.53,274.05,27.03,34.20,86.15
1080.,Bliss GVS Pharma,80.25,11.83,835.83,0.62,3.46,-82.99,184.78,10.61,12.13,70.66
1081.,Global Surfaces,196.55,34.38,833.01,0.00,5.75,14.54,39.60,3.86,9.00,24.23
1082.,Atul Auto,347.70,265.27,830.28,0.00,3.34,158.29,150.27,58.45,4.53,3.13
1083.,Heubach Colorant,359.60,37.99,830.02,0.00,9.23,-43.02,179.65,-14.48,10.99,21.85
1084.,Allsec Tech.,543.20,16.94,827.84,8.28,12.12,-30.74,107.98,26.48,25.93,48.86
1085.,Navkar Corporat.,54.95,13.96,827.10,0.00,3.35,-60.81,103.55,4.05,2.95,59.23
1086.,Monarch Networth,243.10,19.16,823.37,0.41,4.49,-63.38,39.63,21.42,31.19,42.97
1087.,Beekay Steel Ind,428.40,7.48,817.05,0.23,24.16,-34.04,285.84,-25.37,15.47,109.19
1088.,OnMobile Global,76.85,84.61,815.11,1.95,-2.12,-34.90,128.20,0.82,1.95,9.63
1089.,Eldeco Housing,828.55,18.36,814.71,0.97,14.90,2.62,38.70,33.77,18.84,44.37
1090.,Tracxn Technolo.,81.00,28.36,812.51,0.00,24.50,7556.25,20.34,18.60,13.59,28.65
1091.,Lincoln Pharma.,404.15,11.10,809.50,0.37,12.56,13.97,112.46,9.62,21.82,72.90
1092.,Dolat Algotech,45.90,6.96,807.84,0.54,6.85,-85.61,8.21,-85.73,22.75,115.99
1093.,Gloster Ltd,732.20,14.73,801.27,6.15,8.36,-22.38,178.30,0.00,6.58,54.39
1094.,Shankar Lal Ram.,125.15,50.32,800.54,0.04,1.09,-83.88,87.70,-4.68,21.78,15.91
1095.,Kalyani Invest.,1825.95,18.74,797.94,0.00,2.79,-40.13,5.56,-19.30,1.04,42.58
1096.,Nelcast,91.70,26.83,797.80,0.44,4.48,-33.73,313.18,16.89,9.58,29.74
1097.,Jubilant Inds.,529.25,15.68,797.43,0.00,18.78,774.14,343.37,4.30,26.14,50.87
1098.,Rhetan TMT Ltd,10.00,147.03,796.88,0.00,4.00,,52.78,,16.83,5.42
1099.,Rushil Decor,298.65,10.21,792.67,0.17,13.56,-12.01,213.92,9.65,16.92,77.67
1100.,SMC Global Sec.,75.15,6.58,786.82,3.19,21.89,-47.01,305.64,5.51,15.21,119.54
1101.,Dynamic Cables,356.55,25.31,784.91,0.14,9.98,17.69,178.46,3.36,23.96,31.01
1102.,HP Adhesives,426.95,66.20,784.52,0.00,3.87,463.77,57.86,14.76,11.96,11.85
1103.,K&R Rail Engine.,496.30,148.61,783.15,0.00,2.16,-52.53,154.50,65.70,11.08,5.27
1104.,Oriental Carbon,783.65,16.10,782.87,1.79,13.72,125.13,122.29,-3.25,10.98,48.64
1105.,DMCC Speciality,313.75,114.07,782.49,0.32,6.68,79.09,94.59,-6.94,7.45,6.86
1106.,Yuken India,650.55,95.65,780.66,0.12,0.69,-85.24,101.03,3.31,7.54,8.16
1107.,Visaka Industrie,90.20,13.31,779.37,2.22,5.00,-83.40,450.10,7.01,9.89,58.54
1108.,Tuticorin Alkali,63.84,7.69,777.80,0.00,48.48,230.92,133.75,66.40,,101.18
1109.,Summit Securitie,712.35,20.95,776.46,0.00,5.07,91.32,7.46,4.34,0.98,37.06
1110.,Master Trust,356.35,11.76,775.18,0.00,16.65,17.92,91.05,12.28,25.51,65.89
1111.,Sutlej Textiles,47.05,13.25,770.81,3.93,-23.85,-116.37,744.06,-16.44,7.76,58.16
1112.,Forbes & Co,594.50,4.24,766.91,0.00,10.23,-38.63,101.97,-12.49,66.93,180.83
1113.,Snowman Logistic,45.85,57.17,766.10,1.64,5.10,2418.18,112.35,46.61,6.40,13.40
1114.,Focus Lighting,584.85,34.14,765.69,0.09,4.39,60.22,40.29,19.41,44.88,22.43
1115.,Menon Bearings,136.45,23.37,764.67,1.47,9.18,35.40,53.87,4.38,32.14,32.72
1116.,K.P. Energy,343.65,17.43,763.93,0.15,15.75,160.76,147.26,36.88,51.84,43.82
1117.,Orient Bell,520.50,33.54,754.05,0.19,6.34,-61.62,200.33,-7.23,10.42,22.48
1118.,TVS Elec.,403.65,79.08,752.82,0.50,1.51,-63.88,85.24,-3.60,13.10,9.52
1119.,Beta Drugs Ltd,780.00,24.41,749.88,0.00,14.88,,114.72,,38.49,30.72
1120.,Shreyas Shipping,340.80,3.80,748.40,0.73,18.05,-76.37,81.09,-46.51,19.96,196.90
1121.,Davangere Sugar,79.41,56.53,747.30,0.00,8.57,190.51,88.13,85.93,8.40,13.22
1122.,TruCap Finance,64.10,1183.03,745.31,0.02,0.48,366.67,32.77,42.29,9.57,0.63
1123.,Auto.Corp.of Goa,1213.10,28.87,738.61,1.44,7.73,-26.80,137.34,19.56,14.30,25.58
1124.,Mufin Green,146.65,90.90,738.11,0.02,2.66,341.82,13.59,21.88,6.82,8.12
1125.,Nitta Gelatin,811.55,10.79,736.89,0.49,16.77,32.62,145.62,2.84,33.52,68.31
1126.,Emami Paper,121.25,10.61,733.56,1.32,-11.27,-127.35,532.70,-6.35,10.45,69.17
1127.,Texmaco Infrast.,57.50,237.89,732.70,0.13,0.10,166.67,4.21,-49.22,0.71,3.08
1128.,Assoc.Alcohols,397.30,17.28,718.29,0.25,9.80,-35.31,184.79,24.84,14.56,41.56
1129.,Mallcom (India),1146.65,19.37,715.51,0.26,9.77,5.51,112.73,6.37,20.54,36.94
1130.,Shilchar Tech.,1875.25,16.57,714.47,0.21,16.28,117.65,94.99,44.30,53.85,43.12
1131.,Arihant Super.,173.00,16.68,712.07,0.00,0.23,-97.67,65.39,-7.37,15.28,42.68
1132.,Cheviot Company,1183.35,13.07,712.01,2.28,13.71,-9.08,134.83,-17.56,12.58,54.46
1133.,Iris Clothings,436.15,86.14,711.54,0.00,2.23,-10.08,37.59,14.81,16.38,8.26
1134.,Syncom Formul.,7.55,35.38,709.70,0.40,8.47,77.36,61.37,5.39,9.67,20.06
1135.,Voith Paper,1613.90,22.31,708.50,0.37,9.83,47.16,42.59,9.12,14.23,31.76
1136.,Ruby Mills,211.30,20.06,706.59,0.71,11.06,-44.14,76.96,12.94,5.94,35.23
1137.,Black Rose Indus,138.45,89.15,706.10,0.40,1.81,-68.41,111.17,-17.35,9.53,7.92
1138.,The Hi-Tech Gear,374.60,30.42,703.12,0.40,16.64,48.04,286.55,-0.72,8.32,23.11
1139.,T N Petro Prod.,78.15,7.46,703.12,3.84,11.21,-55.14,479.75,10.27,15.36,94.19
1140.,Jayant Agro Org.,234.35,14.25,703.05,2.13,14.35,-43.36,606.66,2.26,13.81,49.35
1141.,Gandhi Spl. Tube,575.95,14.78,699.89,2.08,10.46,24.38,34.70,8.20,38.22,47.34
1142.,Innovana Think.,339.95,25.91,696.90,0.22,20.68,,50.17,,33.76,26.90
1143.,Deccan Cements,495.80,14.09,694.49,1.01,9.90,-44.82,195.94,5.24,8.96,49.30
1144.,AGS Transact,57.05,18.79,694.43,0.00,-15.36,68.21,424.72,6.49,12.01,36.96
1145.,Sandesh,915.90,6.90,693.34,0.55,11.31,-60.61,77.12,-25.85,13.25,100.53
1146.,D P Wires,510.20,16.88,692.24,0.20,15.06,115.45,386.60,116.79,31.98,41.01
1147.,AGI Infra,565.25,14.35,690.55,0.18,13.32,23.91,66.36,25.66,29.97,48.11
1148.,DCM Shriram Inds,79.25,11.46,689.41,1.89,31.53,94.63,534.72,-18.23,10.10,60.16
1149.,Bhageria Indust.,157.60,45.70,687.83,2.54,5.00,-72.51,145.07,-18.34,4.45,15.05
1150.,Rajapalayam Mill,742.70,9.06,684.78,0.13,28.74,70.65,221.32,3.49,2.74,75.62
1151.,Paramount Comm.,35.20,14.31,683.53,0.00,13.80,183.37,202.08,10.32,13.03,47.77
1152.,Mirza Internatio,48.90,25.81,675.81,0.00,2.30,-53.91,150.30,-4.11,6.37,26.18
1153.,Rane Brake Lin.,873.00,20.17,674.82,2.86,12.02,-11.36,164.87,6.84,17.69,33.46
1154.,S Chand & Compan,191.45,14.27,674.24,0.00,101.70,-19.56,390.51,14.21,8.03,47.24
1155.,Kellton Tech,69.70,15.13,672.82,0.00,-176.47,-72.21,242.71,15.38,14.48,44.48
1156.,Tour. Fin. Corp.,74.25,7.63,671.02,1.62,24.89,10.97,60.04,-1.23,9.47,87.95
1157.,Apex Frozen Food,212.85,18.54,665.16,1.17,-4.02,-154.99,211.86,1.25,10.69,35.87
1158.,CSL Finance,320.05,14.54,663.55,0.78,11.90,10.80,33.59,45.79,13.65,45.63
1159.,Crest Ventures,233.20,1.68,663.45,0.43,12.22,836.14,30.20,77.54,57.99,395.86
1160.,Sukhjit Starch,422.80,10.42,660.50,2.37,14.80,-34.83,391.26,10.83,15.29,63.37
1161.,Peninsula Land,23.65,8.27,660.31,0.00,52.40,-11.05,145.24,52.31,26.04,79.80
1162.,Jeena Sikho,475.50,19.46,656.72,0.00,22.53,,117.39,,102.84,33.74
1163.,NINtec Systems,633.80,117.85,654.08,0.00,1.92,125.88,10.41,72.92,44.36,5.55
1164.,Piccadily Agro,69.33,29.29,654.05,0.14,4.72,-26.48,199.84,20.26,12.80,22.33
1165.,Dr Agarwal's Eye,1384.40,17.62,650.67,0.22,13.68,99.13,69.21,24.34,18.23,36.92
1166.,Khaitan Chemical,66.70,17.32,646.92,0.45,9.61,145.25,181.61,-5.83,15.35,37.36
1167.,Bajaj Steel Inds,1243.95,10.07,646.85,0.16,17.09,160.73,121.14,73.80,32.91,64.22
1168.,BMW Industries,28.59,11.81,643.52,0.70,16.13,215.04,135.24,15.57,12.01,54.47
1169.,Medico Remedies,76.70,87.91,636.49,0.00,1.77,-5.85,27.99,-13.29,21.37,7.24
1170.,Ravindra Energy,47.10,38.08,635.99,0.00,8.71,-46.99,113.95,-69.31,11.72,16.70
1171.,Windlas Biotech,298.85,14.91,635.68,1.17,11.44,-22.65,140.71,15.21,14.30,42.63
1172.,Muthoot Cap.Serv,384.65,8.04,632.65,0.00,25.96,117.10,115.57,6.34,11.70,78.68
1173.,Jindal Poly Inve,595.55,2.21,625.92,0.00,226.67,-51.70,905.23,-20.19,26.76,282.66
1174.,Dynacons Sys.,492.00,18.71,624.50,0.10,12.17,88.68,226.33,8.18,36.36,33.38
1175.,IST,535.05,7.64,624.09,0.00,18.84,20.54,37.07,10.07,10.19,81.73
1176.,D. P. Abhushan,280.10,13.75,623.36,0.36,4.48,-52.74,384.65,-12.51,24.56,45.32
1177.,Creative Newtech,494.25,22.85,622.76,0.10,6.45,23.56,397.14,51.35,24.79,27.25
1178.,Zuari Agro Chem.,148.00,1.82,622.46,0.00,-426.70,4772.46,1338.91,50.00,15.67,133.74
1179.,Allied Digital,113.15,11.56,621.27,0.88,-37.35,-43.52,166.23,6.27,13.45,53.76
1180.,Marine Electric.,49.05,31.76,619.58,0.00,6.23,28.72,129.68,69.78,17.15,19.51
1181.,Diamines & Chem.,630.10,14.57,616.24,0.95,9.83,37.29,35.69,75.81,48.40,42.29
1182.,EFC (I),887.10,157.88,615.75,0.00,9.15,45850.00,60.32,,10.98,3.90
1183.,Prevest Denpro,512.70,39.17,615.39,0.00,5.11,107.72,13.77,47.59,31.92,15.71
1184.,ICE Make Refrig.,389.70,29.56,614.94,0.31,8.63,56.06,113.56,47.67,36.95,20.80
1185.,VLS Finance,157.75,10.90,609.89,0.95,-15.73,-136.70,-14.96,-148.76,2.13,55.97
1186.,Nahar Poly,246.70,14.04,606.59,1.01,3.99,-87.61,148.82,-15.19,5.35,43.20
1187.,Nicco Parks,128.75,27.15,602.55,0.89,3.15,45.16,18.89,72.99,54.93,22.19
1188.,Cool Caps,520.00,105.27,601.12,0.00,1.58,154.55,118.11,256.00,14.16,5.71
1189.,Sayaji Hotels,343.00,17.13,600.94,0.00,5.52,210.62,74.87,40.63,20.63,35.09
1190.,Automotive Stamp,375.55,71.50,595.62,0.00,3.37,339.01,210.11,3.33,41.42,8.33
1191.,Krishival Foods,297.75,87.06,589.40,0.00,4.37,1450.00,45.33,105.82,19.33,6.77
1192.,Dharmaj Crop,172.50,17.61,583.00,0.00,1.25,-46.81,73.67,-27.25,18.88,33.11
1193.,Sh.Pushkar Chem.,183.85,15.62,581.44,1.09,12.81,-8.70,180.31,-6.13,11.62,37.23
1194.,Sh. Jagdamba Pol,660.10,19.23,578.12,0.08,5.93,-23.78,66.05,-23.90,19.74,30.06
1195.,Magadh Sugar,409.75,11.49,577.40,1.71,35.05,6.15,298.55,-12.92,8.75,50.26
1196.,SKM Egg Prod.,219.05,7.60,576.76,0.91,29.73,5963.27,186.67,137.83,45.67,75.85
1197.,Supershakti Met.,500.00,17.31,576.26,0.20,10.44,,370.53,,24.20,33.30
1198.,Binny,257.85,7.30,575.52,0.00,17.42,-15.35,32.22,-13.22,14.26,33.47
1199.,Benares Hotels,4420.65,24.58,574.68,0.23,7.59,150.50,27.50,70.60,34.22,23.38
1200.,Banswara Syntex,167.70,5.15,574.07,0.75,27.82,43.03,368.97,0.43,22.26,111.41
1201.,Mac Charles(I),437.25,13.46,572.80,0.00,-11.03,-1026.89,2.00,-50.74,15.04,42.56
1202.,Jagatjit Inds.,123.25,87.20,572.03,0.00,6.42,-21.05,130.86,3.11,13.37,6.56
1203.,Kamat Hotels,231.55,7.41,570.84,0.00,271.16,1667.39,80.45,74.13,25.66,77.07
1204.,3i Infotech,33.75,168.72,568.57,0.00,-27.27,-1570.00,190.46,8.44,2.39,3.37
1205.,Salzer Electron.,354.00,15.56,565.79,0.62,8.96,133.94,295.12,29.43,11.95,36.36
1206.,Z F Steering,622.35,22.19,564.47,0.00,10.49,248.50,125.13,18.67,8.53,25.44
1207.,T B Z,84.20,13.98,561.87,1.19,11.73,225.83,464.76,7.71,8.60,40.19
1208.,Wim Plast,466.90,13.74,560.44,1.82,12.50,3.56,90.52,-3.97,12.72,40.78
1209.,Oswal Green Tech,21.80,14.78,559.84,6.88,5.39,-57.53,5.12,25.80,2.38,37.88
1210.,Morganite Crucib,997.60,34.66,558.66,2.00,1.99,-84.97,33.98,-16.37,17.90,16.12
1211.,TAAL Enterprises,1792.05,17.88,558.46,1.40,6.78,-8.01,44.47,31.88,38.14,31.23
1212.,Andhra Petrochem,65.59,27.31,557.32,2.29,6.02,-72.90,162.44,-31.66,6.40,20.41
1213.,Chembond Chem.,413.75,22.54,556.42,1.21,10.19,389.90,122.03,29.78,10.94,24.69
1214.,Shreeoswal Seeds,364.90,97.42,556.29,0.00,-0.23,-228.57,26.27,12.60,14.02,5.71
1215.,Nikhil Adhesives,120.25,32.42,552.46,0.17,3.63,-40.78,160.68,-26.29,25.01,17.04
1216.,Kotyark Indust.,624.30,47.54,545.28,0.32,7.29,29.48,65.14,-25.59,55.91,11.47
1217.,Varanium Cloud,135.60,6.61,545.19,0.55,29.49,471.88,150.33,1028.60,145.92,82.45
1218.,Zim Laboratories,111.85,22.31,545.00,0.00,7.24,2.99,105.41,0.33,16.65,24.43
1219.,Remus Pharma.,3688.30,63.92,543.29,0.00,4.43,,24.55,,171.94,8.50
1220.,Anuh Pharma,108.26,14.99,542.51,1.62,9.62,7.73,157.31,21.97,20.73,36.18
1221.,Munjal Showa,135.30,18.51,541.13,3.33,21.20,83.81,298.85,0.88,6.01,29.23
1222.,Balaxi Pharma,527.00,11.73,539.13,0.09,8.10,-36.27,80.68,-9.45,36.69,45.96
1223.,XT Global Infot.,39.99,33.76,531.74,0.00,2.82,-49.64,58.09,0.92,13.28,15.75
1224.,Baid Finserv,44.20,51.13,530.70,0.23,2.67,-24.36,15.18,-0.59,10.03,10.38
1225.,Phantom Digital,455.80,32.75,530.55,0.00,4.16,,18.93,,75.34,16.20
1226.,Network People,819.90,81.26,529.82,0.00,5.65,964.71,31.53,125.11,34.35,6.52
1227.,Hind.Composites,356.20,19.15,526.07,0.56,9.50,115.91,77.98,16.88,3.55,27.47
1228.,Sunshield Chem.,714.90,38.48,525.67,0.28,3.35,20.07,66.46,-0.42,19.26,13.66
1229.,Vasa Denticity,327.85,97.06,525.09,0.00,,,,,98.65,5.41
1230.,U. Y. Fincorp,27.45,67.38,522.20,0.00,0.80,-95.84,14.03,-38.03,4.45,7.75
1231.,Munjal Auto Inds,52.00,23.18,520.00,3.85,2.29,-75.97,482.83,29.00,8.87,22.43
1232.,ASM Technologies,519.75,72.79,519.75,1.64,0.37,-78.74,51.94,-5.06,14.06,7.14
1233.,Nahar Indl. Ent.,129.30,6.42,515.13,0.00,13.97,-61.27,398.01,-31.29,9.93,80.18
1234.,MIC Electronics,23.25,2451.71,514.86,0.00,2.43,345.92,11.01,-23.11,2.30,0.21
1235.,Hind Rectifiers,310.15,116.56,514.04,0.13,-2.46,432.69,111.59,9.04,5.12,4.41
1236.,GKW,860.35,58.57,513.63,0.00,0.20,-89.53,2.76,-31.00,0.57,8.77
1237.,Exxaro Tiles,114.75,64.18,513.40,0.00,1.13,-74.80,93.79,-5.66,5.90,8.00
1238.,Axita Cotton,26.05,30.05,512.04,0.19,5.60,-11.39,125.88,-56.00,48.66,17.04
1239.,Amines & Plast.,93.01,22.38,511.74,0.43,8.55,53.78,166.88,9.24,16.10,22.87
1240.,Ind-Swift Labs.,86.10,8.96,508.74,0.00,-30.91,30.76,290.48,5.32,12.75,56.76
1241.,Axtel Industries,314.70,30.46,508.39,0.95,11.09,62.85,67.33,21.78,26.20,16.69
1242.,Nupur Recyclers,111.05,41.58,508.16,0.00,3.49,,49.44,,,12.22
1243.,Affordable Robo.,499.10,235.21,508.06,0.00,10.72,,95.65,,7.66,2.16
1244.,MMP Industries,199.70,23.79,507.29,0.50,6.89,-24.95,143.52,-6.42,10.52,21.32
1245.,Birla Cable,169.05,15.14,507.15,0.89,12.96,22.50,245.30,51.24,18.30,33.49
1246.,Silver Touch,399.65,52.19,506.80,0.25,4.09,519.70,43.94,8.33,15.33,9.71
1247.,Arfin India,31.88,49.09,506.65,0.00,2.59,-17.52,151.89,-4.39,13.03,10.32
1248.,Urja Global,9.60,329.70,504.44,0.00,0.09,-59.09,10.64,-73.93,1.63,1.53
1249.,N R Agarwal Inds,296.25,5.08,504.19,0.00,19.88,4.36,386.42,-13.38,21.39,99.30
1250.,Donear Inds.,96.95,13.91,504.14,0.21,8.53,-18.99,213.96,23.04,15.69,36.24
